firm,year,overall_rating,work_life_balance,culture_values,career_opp,comp_benefits,senior_mgmt
GTR-Govia-Thameslink-Railway,2017,2.6,2.6,2.8,2.9,4.2,2.7
GTR-Govia-Thameslink-Railway,2018,2.7,3.2,2.3,2.6,3.9,2.2
GTR-Govia-Thameslink-Railway,2019,3.2,2.5,3.0,3.5,3.8,2.7
GTR-Govia-Thameslink-Railway,2020,4.2,4.1,3.9,4.2,4.5,3.9
GTR-Govia-Thameslink-Railway,2021,4.3,4.1,4.2,4.2,4.7,4.2
Gateley,2016,2.0,2.0,2.0,1.0,2.0,1.0
Gateley,2018,4.8,4.6,4.8,4.8,4.7,4.8
Gateley,2019,4.9,4.7,5.0,4.6,4.4,4.8
Gateley,2020,4.1,3.7,4.3,4.0,3.2,4.0
Gateley,2021,4.2,4.2,4.2,3.8,3.3,3.9
Gi-Group,2014,2.5,2.0,2.5,3.5,3.0,2.0
Gi-Group,2015,3.0,2.2,2.1,2.7,2.7,1.7
Gi-Group,2016,2.7,2.5,2.4,2.5,2.0,2.4
Gi-Group,2017,3.0,2.8,2.6,2.9,2.4,2.6
Gi-Group,2018,2.8,2.7,3.0,2.8,2.3,2.3
Gi-Group,2019,4.0,3.9,3.9,3.7,3.5,3.7
Gi-Group,2020,3.3,3.3,3.1,2.7,2.8,3.1
Gi-Group,2021,3.5,3.1,3.2,3.1,3.1,3.0
GlaxoSmithKline,2008,3.5,3.7,,3.1,3.6,3.0
GlaxoSmithKline,2009,3.5,3.6,,2.7,3.7,2.7
GlaxoSmithKline,2010,3.4,3.8,,2.9,3.7,3.0
GlaxoSmithKline,2011,3.3,3.6,,3.0,3.5,2.9
GlaxoSmithKline,2012,3.5,3.5,3.6,3.2,3.4,3.2
GlaxoSmithKline,2013,3.6,3.7,3.5,3.2,3.8,3.1
GlaxoSmithKline,2014,3.6,3.5,3.5,3.2,3.8,3.0
GlaxoSmithKline,2015,3.3,3.5,3.3,3.0,3.7,2.7
GlaxoSmithKline,2016,3.6,3.4,3.4,3.2,3.8,2.9
GlaxoSmithKline,2017,3.8,3.7,3.8,3.4,3.8,3.1
GlaxoSmithKline,2018,3.8,3.7,3.8,3.4,3.7,3.2
GlaxoSmithKline,2019,3.8,3.8,3.8,3.4,3.9,3.2
GlaxoSmithKline,2020,4.0,3.8,3.9,3.6,3.9,3.3
GlaxoSmithKline,2021,3.7,3.6,3.6,3.3,3.6,3.2
Goldman-Sachs,2008,3.7,3.2,,3.5,3.6,3.8
Goldman-Sachs,2009,3.8,3.2,,3.7,3.8,3.8
Goldman-Sachs,2010,3.8,3.2,,3.6,3.8,3.8
Goldman-Sachs,2011,3.7,3.1,,3.6,3.8,3.7
Goldman-Sachs,2012,3.7,2.8,3.6,3.6,3.7,3.4
Goldman-Sachs,2013,3.6,2.4,3.5,3.5,3.7,3.2
Goldman-Sachs,2014,3.6,2.5,3.5,3.6,3.7,3.1
Goldman-Sachs,2015,3.8,2.6,3.8,3.9,3.8,3.5
Goldman-Sachs,2016,3.7,2.6,3.7,3.8,3.8,3.3
Goldman-Sachs,2017,3.8,2.7,3.7,3.8,3.8,3.4
Goldman-Sachs,2018,3.9,2.8,3.7,3.8,3.8,3.5
Goldman-Sachs,2019,3.9,2.8,3.7,3.8,3.9,3.3
Goldman-Sachs,2020,4.0,3.0,3.8,4.1,4.0,3.6
Goldman-Sachs,2021,3.9,2.8,3.7,4.0,3.8,3.6
Google,2008,4.1,3.8,,3.4,3.8,3.6
Google,2009,3.8,3.9,,3.0,3.7,3.4
Google,2010,3.8,3.7,,3.2,3.7,3.5
Google,2011,4.1,3.9,,3.6,3.9,3.8
Google,2012,4.3,3.9,4.5,3.8,4.3,3.8
Google,2013,4.3,3.9,4.3,3.7,4.4,3.8
Google,2014,4.4,4.0,4.4,3.9,4.4,3.9
Google,2015,4.4,4.0,4.4,4.0,4.4,3.9
Google,2016,4.4,4.1,4.4,4.1,4.5,3.9
Google,2017,4.4,4.0,4.4,4.1,4.5,3.9
Google,2018,4.3,4.0,4.3,4.1,4.4,3.9
Google,2019,4.4,4.1,4.2,4.2,4.4,3.9
Google,2020,4.5,4.2,4.3,4.3,4.5,4.1
Google,2021,4.4,4.2,4.4,4.3,4.5,4.1
Grange-Hotels,2012,2.0,5.0,1.0,3.0,1.0,3.0
Grange-Hotels,2013,4.0,3.0,3.0,3.0,3.0,3.0
Grange-Hotels,2014,1.0,,,,,
Grange-Hotels,2015,1.5,2.0,1.8,2.0,1.5,1.8
Grange-Hotels,2016,1.8,2.3,1.7,2.2,1.0,1.5
Grange-Hotels,2017,2.5,2.4,2.4,2.4,1.4,2.2
Grange-Hotels,2018,1.9,2.3,1.3,2.3,1.4,2.0
Grange-Hotels,2019,2.4,2.3,2.2,2.3,1.7,1.8
Grange-Hotels,2020,3.1,2.4,2.6,2.8,2.2,2.1
Grange-Hotels,2021,4.0,2.8,3.2,4.2,3.0,3.2
Grant-Thornton,2009,4.0,3.0,,4.0,2.0,3.0
Grant-Thornton,2010,3.5,3.2,,3.5,3.0,3.2
Grant-Thornton,2011,3.2,3.3,,3.1,3.0,3.1
Grant-Thornton,2012,3.2,3.2,3.4,3.1,3.2,3.0
Grant-Thornton,2013,3.4,3.4,3.5,3.4,3.2,3.1
Grant-Thornton,2014,3.1,3.2,3.2,3.2,3.0,3.0
Grant-Thornton,2015,3.6,3.3,3.5,3.5,3.2,3.2
Grant-Thornton,2016,3.7,3.3,3.8,3.7,3.3,3.4
Grant-Thornton,2017,3.6,3.3,3.6,3.6,3.3,3.3
Grant-Thornton,2018,3.5,3.0,3.6,3.6,3.2,3.2
Grant-Thornton,2019,3.5,3.3,3.7,3.5,3.1,3.2
Grant-Thornton,2020,3.7,3.1,3.7,3.8,3.2,3.4
Grant-Thornton,2021,3.7,3.0,3.7,3.7,3.3,3.4
Grant-Thornton-UK-LLP,2009,3.2,3.8,,2.8,2.5,3.8
Grant-Thornton-UK-LLP,2010,3.0,3.0,,3.3,3.0,3.3
Grant-Thornton-UK-LLP,2011,3.8,3.4,,4.0,3.4,3.6
Grant-Thornton-UK-LLP,2012,3.0,2.8,3.5,3.0,2.2,3.2
Grant-Thornton-UK-LLP,2013,3.3,3.2,3.0,3.1,3.3,2.9
Grant-Thornton-UK-LLP,2014,3.6,3.5,3.7,3.3,3.4,3.6
Grant-Thornton-UK-LLP,2015,3.4,3.4,3.6,3.3,3.0,3.1
Grant-Thornton-UK-LLP,2016,3.7,3.6,3.9,3.4,3.1,3.3
Grant-Thornton-UK-LLP,2017,3.9,3.7,4.0,3.8,3.4,3.6
Grant-Thornton-UK-LLP,2018,3.9,3.9,3.9,3.9,3.4,3.5
Grant-Thornton-UK-LLP,2019,3.5,3.2,3.5,3.2,3.0,3.2
Grant-Thornton-UK-LLP,2020,3.7,3.3,3.7,3.7,3.2,3.3
Grant-Thornton-UK-LLP,2021,3.7,3.5,4.0,3.8,3.2,3.5
Grosvenor-Casinos,2012,3.0,1.0,3.0,2.0,3.0,3.0
Grosvenor-Casinos,2014,2.7,3.0,2.0,1.5,2.5,3.5
Grosvenor-Casinos,2015,3.8,2.5,3.6,3.0,3.5,3.3
Grosvenor-Casinos,2016,3.2,2.5,3.2,3.5,2.9,3.1
Grosvenor-Casinos,2017,3.4,2.6,3.2,3.5,2.7,3.2
Grosvenor-Casinos,2018,2.6,1.9,2.6,2.4,2.1,2.7
Grosvenor-Casinos,2019,2.8,2.3,2.6,2.5,2.2,2.5
Grosvenor-Casinos,2020,3.3,2.4,2.8,3.0,2.4,3.1
Grosvenor-Casinos,2021,3.5,2.7,3.4,2.9,2.9,3.2
Guardian-News-and-Media,2010,1.0,1.0,,1.0,3.0,1.0
Guardian-News-and-Media,2011,4.0,5.0,,2.0,4.0,4.0
Guardian-News-and-Media,2012,4.3,3.7,5.0,3.7,2.3,2.3
Guardian-News-and-Media,2013,5.0,5.0,5.0,4.0,5.0,4.0
Guardian-News-and-Media,2014,4.8,4.2,4.8,4.0,4.2,3.8
Guardian-News-and-Media,2015,4.7,4.7,5.0,4.0,4.0,3.7
Guardian-News-and-Media,2016,3.6,4.2,3.8,3.2,3.2,3.1
Guardian-News-and-Media,2017,3.7,4.1,4.4,3.0,2.9,2.8
Guardian-News-and-Media,2018,3.2,3.4,3.3,2.9,3.3,2.0
Guardian-News-and-Media,2019,3.7,4.3,4.0,3.6,3.3,2.8
Guardian-News-and-Media,2020,3.7,4.3,4.2,3.1,3.4,2.9
Guardian-News-and-Media,2021,3.8,4.2,4.1,3.5,3.7,3.0
Guy-s-and-St-Thomas-NHS-Foundation-Trust,2013,4.0,3.0,4.0,4.0,3.0,3.0
Guy-s-and-St-Thomas-NHS-Foundation-Trust,2014,4.0,4.0,5.0,3.0,2.5,4.0
Guy-s-and-St-Thomas-NHS-Foundation-Trust,2015,3.4,3.5,3.4,3.5,3.2,2.9
Guy-s-and-St-Thomas-NHS-Foundation-Trust,2016,4.0,4.4,4.3,4.0,3.7,3.6
Guy-s-and-St-Thomas-NHS-Foundation-Trust,2017,3.7,3.5,3.7,2.8,3.3,3.0
Guy-s-and-St-Thomas-NHS-Foundation-Trust,2018,3.2,3.2,3.6,3.2,3.0,2.9
Guy-s-and-St-Thomas-NHS-Foundation-Trust,2019,3.6,3.1,3.5,3.3,2.9,2.8
Guy-s-and-St-Thomas-NHS-Foundation-Trust,2020,4.2,3.6,4.1,3.6,3.4,3.4
Guy-s-and-St-Thomas-NHS-Foundation-Trust,2021,4.1,3.5,4.0,3.6,3.5,3.2
Gymbox,2016,4.0,4.0,3.5,1.5,1.5,3.5
Gymbox,2017,2.5,2.0,2.5,2.5,1.8,2.5
Gymbox,2018,3.6,2.5,3.8,3.5,2.6,3.5
Gymbox,2019,4.1,3.9,4.2,4.2,3.8,4.0
Gymbox,2020,3.5,2.9,3.2,3.5,2.7,3.0
Gymbox,2021,4.0,4.2,4.1,4.2,4.1,3.8
H-and-M,2010,3.0,3.0,,3.0,3.0,2.5
H-and-M,2011,1.0,1.0,,1.0,1.0,1.0
H-and-M,2012,3.2,2.2,4.0,4.2,3.2,3.0
H-and-M,2013,3.3,3.0,4.2,3.3,3.0,3.1
H-and-M,2014,2.6,2.5,3.3,2.6,2.5,2.4
H-and-M,2015,3.1,2.6,3.3,3.1,3.0,2.7
H-and-M,2016,3.2,2.9,3.5,3.1,3.1,2.7
H-and-M,2017,3.1,2.7,3.4,3.2,3.1,2.8
H-and-M,2018,3.4,2.9,3.6,3.4,3.1,3.0
H-and-M,2019,3.4,3.0,3.5,3.0,3.1,2.9
H-and-M,2020,3.6,3.1,3.6,3.2,3.1,3.0
H-and-M,2021,3.5,3.1,3.5,3.1,3.0,2.9
HC-One,2014,1.6,1.4,1.6,1.6,1.6,1.4
HC-One,2015,2.4,2.9,3.0,2.4,2.3,2.7
HC-One,2016,2.0,2.3,2.0,2.0,1.9,2.0
HC-One,2017,3.7,3.3,3.8,3.6,3.0,3.6
HC-One,2018,3.4,3.3,3.5,3.4,2.8,3.3
HC-One,2019,2.9,2.8,3.0,3.0,2.2,2.8
HC-One,2020,2.6,2.3,2.5,2.5,2.1,2.3
HC-One,2021,2.4,2.6,2.5,2.5,2.2,2.3
HM-Courts-and-Tribunals-Service,2020,3.5,4.0,3.4,3.1,3.4,2.8
HM-Courts-and-Tribunals-Service,2021,3.2,3.4,2.8,2.5,2.5,2.4
HM-Prison-Service,2012,4.0,3.0,5.0,4.0,3.0,3.0
HM-Prison-Service,2014,3.0,2.0,4.0,3.0,3.0,3.0
HM-Prison-Service,2015,2.8,2.1,2.3,2.7,2.2,2.1
HM-Prison-Service,2016,3.5,3.2,3.0,3.8,3.3,2.8
HM-Prison-Service,2017,2.1,2.2,1.9,2.4,2.3,1.8
HM-Prison-Service,2018,2.3,2.4,2.3,2.6,2.9,1.7
HM-Prison-Service,2019,2.4,2.3,2.3,2.5,2.3,1.7
HM-Prison-Service,2020,3.1,2.5,2.6,2.7,2.9,2.2
HM-Prison-Service,2021,2.6,2.1,2.2,2.4,2.7,1.8
HM-Treasury,2011,4.0,4.0,,4.0,2.3,4.3
HM-Treasury,2012,3.0,3.5,,2.5,1.5,2.0
HM-Treasury,2013,3.5,4.0,5.0,3.0,3.0,4.0
HM-Treasury,2014,4.5,3.5,5.0,3.5,3.5,4.5
HM-Treasury,2015,3.6,3.2,3.6,3.4,2.2,2.9
HM-Treasury,2016,3.5,3.7,3.0,3.2,2.6,3.2
HM-Treasury,2017,3.9,3.8,4.2,4.1,2.4,3.6
HM-Treasury,2018,4.1,3.7,4.2,4.0,2.9,3.7
HM-Treasury,2019,3.8,3.8,3.6,4.1,2.9,3.2
HM-Treasury,2020,4.0,3.8,4.1,3.9,2.5,3.9
HM-Treasury,2021,4.3,4.2,4.2,4.2,3.0,4.0
HMCTS,2015,3.0,5.0,4.5,1.5,2.5,2.5
HMCTS,2016,3.3,3.4,3.2,3.0,2.8,2.6
HMCTS,2017,3.6,4.1,2.9,2.1,2.8,2.3
HMCTS,2018,2.3,3.3,2.3,1.4,1.9,1.8
HMCTS,2019,3.4,3.6,2.6,2.8,2.2,2.4
HMCTS,2020,3.0,3.8,2.8,2.1,2.6,2.2
HMCTS,2021,2.9,2.5,2.5,2.4,2.6,1.9
HSBC-Holdings,2008,2.8,3.3,,2.7,3.1,2.4
HSBC-Holdings,2009,3.1,3.4,,2.9,3.2,2.7
HSBC-Holdings,2010,2.9,3.1,,2.8,2.9,2.7
HSBC-Holdings,2011,3.1,3.3,,2.8,3.1,2.8
HSBC-Holdings,2012,3.4,3.5,3.6,3.1,3.3,2.9
HSBC-Holdings,2013,3.3,3.4,3.3,3.1,3.2,2.9
HSBC-Holdings,2014,3.3,3.4,3.4,3.1,3.2,2.8
HSBC-Holdings,2015,3.3,3.4,3.3,3.1,3.2,2.8
HSBC-Holdings,2016,3.5,3.4,3.4,3.2,3.4,2.9
HSBC-Holdings,2017,3.5,3.5,3.4,3.3,3.4,2.9
HSBC-Holdings,2018,3.7,3.6,3.6,3.4,3.5,3.1
HSBC-Holdings,2019,3.7,3.6,3.6,3.5,3.5,3.1
HSBC-Holdings,2020,3.7,3.7,3.7,3.5,3.6,3.2
HSBC-Holdings,2021,3.7,3.6,3.7,3.4,3.5,3.2
Hampshire-County-Council,2011,3.0,3.0,,2.0,3.0,3.0
Hampshire-County-Council,2013,3.5,4.0,3.5,2.5,2.0,2.5
Hampshire-County-Council,2014,1.0,1.0,1.0,2.0,1.0,2.0
Hampshire-County-Council,2015,3.6,3.4,2.9,3.3,3.4,3.4
Hampshire-County-Council,2016,3.6,3.7,4.0,3.9,3.4,3.7
Hampshire-County-Council,2017,3.5,3.4,3.7,3.0,3.1,3.0
Hampshire-County-Council,2018,3.4,3.6,3.2,2.4,3.0,3.0
Hampshire-County-Council,2019,3.6,4.3,3.5,2.7,3.2,2.9
Hampshire-County-Council,2020,3.8,3.8,3.8,3.5,3.2,3.4
Hampshire-County-Council,2021,4.4,3.9,3.9,4.1,3.3,3.8
Harris-Federation,2015,2.0,1.0,1.0,3.0,2.0,1.0
Harris-Federation,2016,3.5,1.7,2.7,4.0,3.3,2.3
Harris-Federation,2017,3.3,2.3,2.3,3.3,4.0,2.7
Harris-Federation,2018,1.9,1.2,1.4,2.0,1.5,1.4
Harris-Federation,2019,2.9,2.5,2.7,3.3,3.3,2.8
Harris-Federation,2020,3.2,2.5,3.1,3.8,3.5,3.0
Harris-Federation,2021,3.1,2.7,2.8,2.3,1.6,3.0
Harrods,2009,4.0,3.0,,3.0,2.0,3.0
Harrods,2010,3.0,3.0,,1.5,3.0,2.0
Harrods,2011,3.6,3.4,,3.8,4.2,3.0
Harrods,2012,4.0,3.7,4.0,3.9,4.0,3.5
Harrods,2013,3.8,3.5,3.8,3.8,4.3,3.0
Harrods,2014,3.5,3.0,3.0,3.2,3.8,2.9
Harrods,2015,3.3,2.6,3.2,2.8,3.5,2.5
Harrods,2016,3.8,3.0,3.6,3.1,3.7,2.8
Harrods,2017,3.8,3.3,3.7,3.5,4.0,3.1
Harrods,2018,3.7,3.1,3.6,3.3,3.7,2.9
Harrods,2019,3.3,2.8,3.2,3.1,3.5,2.7
Harrods,2020,3.8,3.4,3.4,3.3,3.7,3.1
Harrods,2021,4.0,3.2,3.7,3.4,3.7,3.2
Harvey-Nichols,2010,4.0,5.0,,4.0,3.0,4.0
Harvey-Nichols,2011,2.0,1.0,,2.0,2.0,1.0
Harvey-Nichols,2012,3.0,3.5,2.0,3.0,3.0,3.0
Harvey-Nichols,2013,3.3,3.3,2.3,2.7,3.0,2.3
Harvey-Nichols,2014,2.9,3.2,2.8,2.5,3.2,2.7
Harvey-Nichols,2015,3.3,2.9,3.4,2.7,3.2,2.8
Harvey-Nichols,2016,3.4,3.1,3.2,3.2,3.8,3.2
Harvey-Nichols,2017,3.2,2.8,3.0,2.7,3.0,2.6
Harvey-Nichols,2018,3.3,3.3,3.1,2.9,3.3,2.7
Harvey-Nichols,2019,3.5,3.1,3.2,2.9,3.6,2.9
Harvey-Nichols,2020,3.3,3.2,3.0,2.7,3.2,2.9
Harvey-Nichols,2021,3.3,2.9,3.0,2.6,3.3,2.6
Hastings-Direct,2014,3.0,3.0,3.0,3.0,2.7,2.7
Hastings-Direct,2015,3.6,3.5,4.0,3.6,3.7,3.3
Hastings-Direct,2016,4.0,3.6,4.1,3.9,3.7,3.8
Hastings-Direct,2017,3.4,3.2,3.3,3.2,2.9,3.1
Hastings-Direct,2018,3.7,3.7,3.8,3.5,3.6,3.5
Hastings-Direct,2019,3.4,3.7,3.5,3.2,3.4,2.9
Hastings-Direct,2020,3.5,3.4,3.3,2.9,3.4,3.0
Hastings-Direct,2021,3.5,3.5,3.6,3.2,3.6,3.0
Hays,2008,2.2,2.8,,3.5,2.5,2.2
Hays,2009,2.0,2.0,,2.5,1.5,1.5
Hays,2010,2.5,3.0,,2.8,2.8,2.5
Hays,2011,2.8,3.3,,2.5,2.5,2.7
Hays,2012,2.8,2.4,2.8,2.9,2.8,2.1
Hays,2013,3.2,2.9,3.4,3.3,3.1,3.2
Hays,2014,3.4,3.0,3.5,3.6,3.3,3.2
Hays,2015,4.1,3.4,4.1,4.3,3.7,4.0
Hays,2016,4.2,3.5,4.2,4.3,3.8,4.1
Hays,2017,3.9,3.2,3.9,4.0,3.6,3.7
Hays,2018,3.8,3.2,3.8,3.9,3.5,3.5
Hays,2019,3.6,3.0,3.7,3.8,3.3,3.4
Hays,2020,3.6,3.1,3.6,3.8,3.3,3.3
Hays,2021,3.4,3.0,3.3,3.5,3.0,3.1
Health-Education-England,2013,2.0,4.0,3.0,3.0,3.0,2.0
Health-Education-England,2015,4.0,5.0,4.0,4.0,3.0,4.0
Health-Education-England,2016,3.0,3.7,3.3,3.0,3.3,3.0
Health-Education-England,2017,3.5,4.3,3.3,3.3,3.2,3.3
Health-Education-England,2018,2.6,2.7,1.7,2.3,2.7,1.0
Health-Education-England,2019,3.9,3.8,3.8,3.5,3.8,3.3
Health-Education-England,2020,4.1,3.8,3.3,3.9,3.6,2.8
Health-Education-England,2021,4.4,3.8,3.8,3.8,3.5,3.4
Health-Protection-Agency,2012,3.5,3.0,3.0,3.0,3.0,3.0
Health-Protection-Agency,2013,3.0,4.0,4.0,2.0,3.0,2.0
Health-Protection-Agency,2020,1.0,1.0,1.0,2.0,1.0,1.0
Her-Majesty-s-Revenue-and-Customs,2009,1.0,3.0,,1.0,3.0,1.0
Her-Majesty-s-Revenue-and-Customs,2010,4.0,4.0,,3.0,3.5,3.0
Her-Majesty-s-Revenue-and-Customs,2011,3.0,5.0,,1.0,2.0,3.0
Her-Majesty-s-Revenue-and-Customs,2012,3.5,4.0,2.5,3.5,3.0,3.0
Her-Majesty-s-Revenue-and-Customs,2013,2.3,3.3,2.0,2.3,2.7,2.3
Her-Majesty-s-Revenue-and-Customs,2014,3.2,3.8,3.2,3.3,2.7,2.8
Her-Majesty-s-Revenue-and-Customs,2015,3.2,3.6,2.8,2.8,2.8,2.5
Her-Majesty-s-Revenue-and-Customs,2016,2.9,3.6,2.5,2.8,2.5,2.2
Her-Majesty-s-Revenue-and-Customs,2017,3.0,3.7,3.0,2.7,2.8,2.4
Her-Majesty-s-Revenue-and-Customs,2018,3.2,3.6,2.9,3.2,2.8,2.6
Her-Majesty-s-Revenue-and-Customs,2019,3.4,4.0,3.2,3.3,3.0,2.8
Her-Majesty-s-Revenue-and-Customs,2020,3.6,4.0,3.4,3.4,3.2,2.9
Her-Majesty-s-Revenue-and-Customs,2021,3.8,4.0,3.5,3.5,3.3,3.2
Hilton,2008,2.9,3.1,,2.6,2.6,2.7
Hilton,2009,2.9,3.0,,2.8,2.8,2.5
Hilton,2010,3.1,3.2,,2.9,2.7,2.9
Hilton,2011,2.8,3.1,,2.7,2.6,2.4
Hilton,2012,3.4,3.2,3.5,3.3,3.2,3.0
Hilton,2013,3.5,3.0,3.5,3.3,3.3,3.1
Hilton,2014,3.4,3.2,3.5,3.4,3.3,3.0
Hilton,2015,3.5,3.2,3.6,3.4,3.3,3.1
Hilton,2016,3.9,3.6,4.0,3.8,3.6,3.6
Hilton,2017,4.0,3.6,4.0,3.9,3.7,3.6
Hilton,2018,3.9,3.6,4.0,3.8,3.7,3.6
Hilton,2019,4.0,3.6,4.0,3.8,3.8,3.5
Hilton,2020,4.1,3.7,4.0,3.9,3.8,3.6
Hilton,2021,4.0,3.6,4.0,3.8,3.8,3.6
Hitachi-Capital-UK,2015,4.7,4.3,4.7,4.3,4.3,4.0
Hitachi-Capital-UK,2016,3.8,3.7,3.6,3.4,4.0,3.4
Hitachi-Capital-UK,2017,3.7,3.5,3.6,3.4,4.0,3.3
Hitachi-Capital-UK,2018,3.8,3.6,3.9,3.7,4.0,3.6
Hitachi-Capital-UK,2019,3.2,2.8,3.5,3.0,3.5,3.1
Hitachi-Capital-UK,2020,4.0,4.1,4.1,3.8,4.2,3.4
Hitachi-Capital-UK,2021,4.4,4.2,4.6,4.2,4.5,4.1
Holiday-Inn,2014,2.3,2.0,2.6,2.2,2.1,1.9
Holiday-Inn,2015,3.3,3.1,3.3,3.0,2.7,2.9
Holiday-Inn,2016,3.3,3.0,3.2,3.0,2.8,2.9
Holiday-Inn,2017,3.4,2.9,3.2,3.1,2.8,2.9
Holiday-Inn,2018,3.3,3.1,3.2,3.0,2.8,2.9
Holiday-Inn,2019,3.4,3.1,3.2,3.0,2.8,3.0
Holiday-Inn,2020,3.5,3.1,3.3,3.0,3.0,3.0
Holiday-Inn,2021,3.6,3.2,3.3,3.2,3.0,3.2
Holiday-Inn-Express,2012,3.3,3.1,3.9,2.1,1.6,3.0
Holiday-Inn-Express,2013,3.0,2.9,2.8,2.4,2.3,2.6
Holiday-Inn-Express,2014,3.2,3.2,3.2,2.8,2.5,2.9
Holiday-Inn-Express,2015,3.2,3.0,3.2,2.7,2.4,2.8
Holiday-Inn-Express,2016,3.3,3.1,3.2,2.7,2.4,2.9
Holiday-Inn-Express,2017,3.4,3.2,3.2,2.9,2.5,2.8
Holiday-Inn-Express,2018,3.1,2.8,2.9,2.6,2.3,2.6
Holiday-Inn-Express,2019,3.4,3.1,3.4,3.0,2.7,3.0
Holiday-Inn-Express,2020,3.7,3.3,3.5,3.2,2.8,3.3
Holiday-Inn-Express,2021,3.6,3.2,3.3,3.1,2.8,3.0
Home-Group,2014,2.6,2.8,3.0,3.4,3.2,2.0
Home-Group,2015,2.3,2.3,3.7,2.7,2.0,2.3
Home-Group,2016,2.8,2.6,3.1,3.0,2.4,2.7
Home-Group,2017,3.9,3.6,3.7,3.6,3.4,3.5
Home-Group,2018,2.4,2.4,2.3,2.2,2.1,2.1
Home-Group,2019,3.8,3.7,4.0,4.0,4.2,3.5
Home-Group,2020,3.8,4.2,4.0,3.3,3.6,3.3
Home-Group,2021,4.1,4.3,4.5,4.1,4.2,4.1
Home-Office,2012,5.0,5.0,4.0,3.0,3.0,3.0
Home-Office,2013,3.5,4.5,2.5,4.0,3.0,3.5
Home-Office,2014,3.5,2.8,3.8,3.5,3.8,3.5
Home-Office,2015,3.2,3.6,2.9,3.1,2.8,2.1
Home-Office,2016,2.8,3.7,2.8,2.6,2.7,2.6
Home-Office,2017,2.9,3.2,2.8,2.9,2.5,2.2
Home-Office,2018,2.8,3.1,2.6,2.9,2.8,2.3
Home-Office,2019,3.4,4.1,3.3,3.3,3.0,2.7
Home-Office,2020,3.6,3.6,3.3,3.4,3.2,2.9
Home-Office,2021,3.4,3.8,3.1,3.7,3.2,2.8
Hyatt,2008,3.6,3.8,,3.8,3.0,3.4
Hyatt,2009,3.1,2.6,,3.1,2.9,3.0
Hyatt,2010,3.1,2.8,,3.0,3.1,2.9
Hyatt,2011,3.4,3.2,,3.4,3.2,3.3
Hyatt,2012,3.8,3.3,4.0,3.6,3.5,3.3
Hyatt,2013,3.7,3.1,3.8,3.7,3.5,3.2
Hyatt,2014,3.8,3.1,3.8,3.6,3.7,3.3
Hyatt,2015,3.7,3.1,3.8,3.6,3.5,3.3
Hyatt,2016,3.8,3.4,3.9,3.7,3.7,3.4
Hyatt,2017,3.8,3.3,3.9,3.7,3.7,3.3
Hyatt,2018,3.9,3.3,3.8,3.7,3.8,3.4
Hyatt,2019,3.9,3.4,3.9,3.7,3.7,3.5
Hyatt,2020,4.2,3.6,4.1,4.1,3.9,3.7
Hyatt,2021,4.0,3.4,4.0,3.9,3.7,3.6
IBM,2008,3.1,3.6,,3.0,2.9,2.7
IBM,2009,2.9,3.3,,2.8,2.9,2.5
IBM,2010,3.0,3.3,,2.8,2.8,2.7
IBM,2011,3.1,3.4,,3.0,2.8,2.9
IBM,2012,3.4,3.5,3.5,3.3,2.9,3.0
IBM,2013,3.2,3.4,3.2,3.3,3.0,2.7
IBM,2014,3.1,3.3,3.1,3.1,2.9,2.5
IBM,2015,3.2,3.3,3.2,3.2,2.9,2.6
IBM,2016,3.4,3.5,3.3,3.3,3.1,2.8
IBM,2017,3.5,3.6,3.5,3.4,3.1,2.9
IBM,2018,3.6,3.7,3.6,3.4,3.0,3.0
IBM,2019,3.7,3.8,3.7,3.6,3.1,3.1
IBM,2020,3.9,3.9,3.9,3.7,3.3,3.3
IBM,2021,3.8,3.9,3.9,3.7,3.3,3.3
IHG-Hotels-and-Resorts,2012,3.8,3.4,3.6,3.4,3.8,3.4
IHG-Hotels-and-Resorts,2013,3.4,3.6,3.0,3.4,4.0,3.0
IHG-Hotels-and-Resorts,2014,3.0,2.9,2.9,3.2,3.1,2.6
IHG-Hotels-and-Resorts,2015,3.7,3.3,3.8,3.7,3.5,3.3
IHG-Hotels-and-Resorts,2016,4.1,3.9,4.4,4.0,3.8,3.8
IHG-Hotels-and-Resorts,2017,3.8,3.7,4.0,3.8,3.7,3.4
IHG-Hotels-and-Resorts,2018,3.7,3.6,4.0,3.4,3.6,2.8
IHG-Hotels-and-Resorts,2019,3.6,3.9,3.7,3.2,3.4,2.9
IHG-Hotels-and-Resorts,2020,3.6,3.4,3.7,3.4,3.4,3.0
IHG-Hotels-and-Resorts,2021,4.0,4.0,4.0,3.7,3.6,3.3
ISS-Facility-Services,2010,2.0,3.0,,1.0,4.0,3.0
ISS-Facility-Services,2011,3.6,3.8,,3.1,3.1,3.2
ISS-Facility-Services,2012,3.5,2.8,2.8,3.2,3.1,3.2
ISS-Facility-Services,2013,2.4,2.8,2.3,2.4,2.4,1.9
ISS-Facility-Services,2014,2.7,2.7,2.5,2.6,2.8,2.4
ISS-Facility-Services,2015,2.9,3.0,2.8,2.5,2.3,2.7
ISS-Facility-Services,2016,2.9,2.9,2.5,2.4,2.7,2.5
ISS-Facility-Services,2017,2.9,2.8,2.9,2.7,2.7,2.7
ISS-Facility-Services,2018,3.3,3.0,3.0,2.9,2.7,2.8
